                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                0.88155,                 1.3633,                  0.615,                 1.1188,                 0.9317,                0.77778,                0.90165,                0.57334,                0.87157,                0.72943,                0.81247,                0.42057,                 1.0838,                 2.7014,                 1.2971,                 1.2691,               0.001502,               0.001502,               0.001502
                     33,                0.84415,                 1.2789,                0.60442,                 1.0831,                0.93295,                0.91232,                0.96322,                0.67608,                0.92456,                0.81571,                0.86282,                0.50528,                0.85736,                 1.6515,                0.80363,                 1.1169,              0.0014965,              0.0014965,              0.0014965
                     34,                0.85392,                 1.3076,                0.58331,                 1.0879,                0.93786,                0.91586,                0.95401,                0.66078,                0.86727,                0.84863,                0.83669,                0.47291,                0.95355,                 1.7416,                0.67926,                 1.1761,               0.001491,               0.001491,               0.001491
                     35,                0.83354,                 1.2855,                0.57022,                 1.0751,                0.84909,                0.81833,                0.89143,                0.61165,                0.72037,                0.71146,                0.72593,                0.39046,                 1.0143,                 2.1792,                 1.1858,                 1.2698,              0.0014855,              0.0014855,              0.0014855
                     36,                0.84482,                 1.3554,                0.59711,                  1.067,                0.79209,                0.54514,                0.58804,                0.35538,                0.72671,                0.47917,                0.50176,                0.21011,                 1.8509,                 3.7971,                 3.2242,                 1.9524,                0.00148,                0.00148,                0.00148
                     37,                0.85164,                 1.3031,                0.57576,                 1.0651,                0.75903,                0.47986,                0.51356,                0.32834,                0.66786,                0.39236,                0.39387,                0.17068,                 2.1388,                 4.7418,                 3.8464,                  2.254,              0.0014745,              0.0014745,              0.0014745
                     38,                0.87575,                 1.2747,                0.59541,                 1.1014,                0.94154,                0.89861,                0.92973,                0.68866,                 0.8687,                0.81597,                 0.8225,                  0.425,                0.93943,                 1.9557,                0.80884,                 1.2034,               0.001469,               0.001469,               0.001469
                     39,                0.88293,                  1.366,                0.57364,                 1.1067,                 0.9202,                0.89638,                0.91535,                 0.6229,                0.83928,                0.81313,                0.79435,                0.40708,                 1.0964,                 2.1216,                 0.8311,                 1.3051,              0.0014635,              0.0014635,              0.0014635
                     40,                0.86384,                 1.3341,                0.56709,                 1.1152,                0.95174,                0.96528,                0.98693,                0.69123,                0.92491,                 0.9375,                 0.9555,                 0.5283,                0.85749,                 1.6077,                0.55276,                 1.1143,               0.001458,               0.001458,               0.001458
                     41,                 0.8078,                  1.266,                0.55548,                  1.075,                0.97323,                0.97569,                0.99281,                0.71842,                0.91639,                0.92014,                0.92325,                0.50885,                0.80769,                 1.5354,                0.49789,                 1.0601,              0.0014525,              0.0014525,              0.0014525
                     42,                 0.8237,                 1.3397,                0.55496,                 1.0754,                0.97113,                0.96875,                 0.9936,                0.72733,                0.78799,                0.84722,                0.78198,                0.47707,                0.82533,                 1.4276,                0.46914,                 1.0914,               0.001447,               0.001447,               0.001447
                     43,                0.78758,                 1.1981,                0.51303,                 1.0509,                0.96267,                0.97863,                0.98631,                0.69749,                0.91536,                0.93006,                0.92592,                0.52713,                0.90531,                 1.6172,                0.56556,                 1.1765,              0.0014415,              0.0014415,              0.0014415
                     44,                0.76159,                 1.2793,                0.49756,                  1.025,                0.97662,                0.97331,                0.99401,                 0.7619,                0.93472,                0.93181,                0.94165,                0.54471,                 0.8066,                 1.2903,                0.47417,                  1.099,               0.001436,               0.001436,               0.001436
                     45,                 0.8133,                 1.2257,                0.53382,                 1.0599,                0.99287,                0.96554,                0.99339,                0.75171,                0.90815,                0.88705,                0.87369,                0.50822,                0.82066,                 1.3959,                0.47378,                 1.1223,              0.0014305,              0.0014305,              0.0014305
                     46,                 0.8064,                 1.2163,                0.52582,                 1.0546,                0.91432,                0.87329,                 0.9387,                0.65277,                0.80991,                0.76693,                0.76014,                0.40975,                0.94515,                 2.0513,                0.66032,                 1.1684,               0.001425,               0.001425,               0.001425
                     47,                0.80913,                 1.2064,                0.52177,                 1.0578,                0.88109,                  0.875,                 0.9143,                0.65688,                0.81337,                0.80556,                0.80641,                0.42512,                0.91621,                 2.1199,                0.86591,                  1.154,              0.0014195,              0.0014195,              0.0014195
                     48,                0.84831,                 1.3962,                0.55693,                 1.0875,                0.95698,                      1,                0.99336,                0.69382,                0.91536,                0.95833,                0.93576,                0.53047,                0.79303,                 1.5066,                0.52684,                 1.0671,              0.0014139,              0.0014139,              0.0014139
                     49,                0.79802,                 1.1655,                  0.519,                 1.0556,                0.96724,                0.99908,                0.99314,                0.73118,                0.91297,                 0.9443,                0.91713,                0.53581,                 0.7518,                 1.4928,                0.47725,                 1.0396,              0.0014084,              0.0014084,              0.0014084
                     50,                0.78467,                 1.1685,                0.50532,                 1.0315,                0.95774,                0.98565,                0.98096,                0.72007,                0.89241,                0.91629,                0.89064,                0.50406,                0.88274,                 1.4504,                0.46063,                 1.1485,              0.0014029,              0.0014029,              0.0014029
                     51,                 0.8208,                 1.2064,                0.51145,                 1.0639,                0.94437,                 0.9797,                 0.9846,                0.71728,                0.89284,                0.92782,                0.91477,                0.54374,                0.83789,                 1.4373,                0.44214,                 1.1134,              0.0013974,              0.0013974,              0.0013974
                     52,                0.75965,                 1.1659,                0.50247,                 1.0406,                0.94308,                 0.9569,                0.98899,                0.73393,                0.82683,                 0.8041,                0.80894,                0.50469,                0.77484,                 1.3052,                0.49294,                 1.0534,              0.0013919,              0.0013919,              0.0013919
                     53,                0.77939,                 1.3092,                0.52327,                 1.0445,                 0.9646,                0.93955,                0.99097,                0.72724,                0.81986,                0.86616,                 0.8563,                0.50304,                0.83022,                 1.2026,                 0.4805,                 1.1075,              0.0013864,              0.0013864,              0.0013864
                     54,                0.81233,                 1.2475,                0.51667,                 1.0545,                0.97151,                0.95953,                0.99166,                0.72036,                0.93186,                0.91711,                0.94664,                 0.5743,                0.77095,                 1.1716,                0.48695,                 1.0739,              0.0013809,              0.0013809,              0.0013809
                     55,                0.83015,                 1.2148,                0.51207,                 1.0864,                 0.9396,                0.93618,                0.98413,                0.67237,                0.89209,                0.89175,                 0.9277,                0.55654,                0.95319,                 1.4363,                 0.5039,                 1.1879,              0.0013754,              0.0013754,              0.0013754
                     56,                0.81668,                 1.1452,                0.52613,                  1.081,                0.95905,                0.90972,                0.96759,                0.68421,                0.88484,                 0.8323,                0.84208,                0.50048,                 0.8895,                   1.48,                0.51158,                  1.118,              0.0013699,              0.0013699,              0.0013699
                     57,                0.84361,                 1.2338,                0.52971,                 1.1091,                0.98393,                0.96571,                0.98642,                0.70587,                0.84146,                 0.8118,                0.79046,                0.50945,                0.79823,                 1.2763,                0.41565,                 1.0583,              0.0013644,              0.0013644,              0.0013644
                     58,                0.77967,                 1.2818,                0.50485,                 1.0647,                0.96398,                0.99016,                0.99419,                0.76406,                0.86089,                0.90278,                 0.8494,                0.53159,                0.79338,                 1.3952,                0.44238,                 1.0483,              0.0013589,              0.0013589,              0.0013589
                     59,                0.75791,                 1.2219,                0.48916,                 1.0454,                 0.9448,                0.97442,                0.98776,                  0.728,                0.88977,                0.91947,                 0.9346,                0.54474,                0.81751,                 1.6342,                0.47923,                 1.0838,              0.0013534,              0.0013534,              0.0013534
                     60,                 0.7894,                 1.2177,                0.47738,                 1.0556,                0.97517,                0.98264,                0.99138,                0.76319,                0.89134,                0.89931,                 0.8977,                 0.5617,                0.78068,                  1.417,                0.45514,                 1.0663,              0.0013479,              0.0013479,              0.0013479
                     61,                0.74998,                 1.1813,                0.46781,                 1.0313,                0.99099,                0.98641,                0.99282,                 0.7455,                0.90837,                0.90278,                0.88679,                0.54461,                0.80683,                 1.2828,                0.42173,                  1.078,              0.0013424,              0.0013424,              0.0013424
                     62,                0.76532,                 1.1152,                 0.4777,                 1.0429,                0.98049,                0.98717,                0.99378,                0.74675,                0.92666,                0.93165,                0.92064,                0.56583,                0.79027,                 1.4093,                0.39406,                 1.0829,              0.0013369,              0.0013369,              0.0013369
                     63,                0.76393,                 1.2197,                0.47742,                 1.0363,                0.98658,                0.98661,                 0.9944,                0.76049,                0.82003,                 0.8204,                0.77141,                0.49318,                0.81058,                 1.2844,                0.42354,                 1.0914,              0.0013314,              0.0013314,              0.0013314
                     64,                0.76998,                 1.2346,                0.47164,                 1.0397,                0.98093,                0.99455,                0.99458,                0.76714,                0.85427,                  0.875,                0.84181,                0.53083,                0.71198,                 1.2924,                0.39284,                 1.0204,              0.0013259,              0.0013259,              0.0013259
                     65,                0.73386,                  1.153,                0.45932,                 1.0184,                0.97163,                0.99918,                0.99158,                0.76658,                 0.9177,                0.94364,                0.93441,                0.55886,                0.71122,                 1.3539,                0.37391,                 1.0252,              0.0013204,              0.0013204,              0.0013204
                     66,                0.79521,                 1.2353,                0.49403,                  1.042,                0.99525,                0.95964,                0.97874,                0.74378,                0.97631,                0.92957,                0.95303,                0.59481,                0.80882,                 1.2711,                0.48784,                 1.0697,              0.0013149,              0.0013149,              0.0013149
                     67,                0.78658,                 1.2537,                0.50373,                 1.0564,                0.99153,                      1,                  0.995,                0.76334,                0.90822,                0.90188,                0.87072,                0.57342,                  0.804,                 1.2768,                0.38846,                 1.0805,              0.0013094,              0.0013094,              0.0013094
                     68,                0.73729,                 1.1054,                0.45969,                 1.0279,                0.98495,                      1,                0.99455,                0.79393,                0.86005,                  0.875,                0.82922,                0.52392,                0.77653,                 1.2247,                0.36645,                 1.0707,              0.0013039,              0.0013039,              0.0013039
                     69,                0.69997,                 1.1206,                0.44271,                  1.027,                0.98763,                      1,                0.99441,                0.77347,                0.91776,                0.93056,                0.90743,                0.56101,                0.77068,                 1.2534,                0.38328,                 1.0809,              0.0012984,              0.0012984,              0.0012984
                     70,                0.72505,                 1.0649,                0.44454,                 1.0195,                0.97154,                0.98966,                0.99407,                0.73175,                0.90324,                0.92119,                0.90029,                0.51538,                0.77535,                  1.229,                0.44622,                  1.071,              0.0012929,              0.0012929,              0.0012929
                     71,                 0.7295,                 1.0851,                0.43936,                   1.02,                0.95912,                0.97539,                0.99186,                0.78647,                0.90466,                0.92014,                 0.9098,                0.53636,                0.71832,                 1.1883,                0.45687,                 1.0497,              0.0012874,              0.0012874,              0.0012874
                     72,                0.73718,                 1.2014,                0.47282,                 1.0226,                0.97518,                      1,                0.99243,                0.78084,                0.93437,                0.95833,                0.93042,                0.58353,                0.70452,                 1.1665,                0.37084,                 1.0289,              0.0012819,              0.0012819,              0.0012819
                     73,                0.72025,                 1.1575,                0.45795,                  1.024,                0.98259,                      1,                0.99497,                0.77796,                0.95471,                0.97222,                0.95441,                0.59944,                0.68087,                 1.1878,                0.36156,                 1.0111,              0.0012764,              0.0012764,              0.0012764
                     74,                0.71581,                  1.142,                 0.4731,                 1.0053,                0.97868,                0.99653,                 0.9949,                0.80195,                0.89557,                0.91319,                 0.8666,                0.53106,                0.68385,                 1.3696,                0.37894,                 1.0048,              0.0012709,              0.0012709,              0.0012709
                     75,                0.71756,                 1.1534,                0.46259,                 1.0161,                 0.9775,                0.99306,                0.99174,                0.73338,                0.83244,                0.84028,                0.77287,                0.46927,                0.78936,                 1.4255,                0.40802,                 1.1023,              0.0012654,              0.0012654,              0.0012654
                     76,                0.71543,                  1.139,                0.45911,                 1.0186,                0.95862,                0.99814,                0.98999,                0.75002,                0.85025,                0.87484,                0.80316,                0.50126,                0.74506,                 1.3847,                0.41134,                 1.0661,              0.0012599,              0.0012599,              0.0012599
                     77,                0.72843,                  1.132,                0.44817,                 1.0238,                0.95839,                0.99476,                0.98935,                0.75333,                0.86377,                0.88542,                0.82307,                0.52352,                0.71668,                 1.3446,                0.39943,                 1.0566,              0.0012544,              0.0012544,              0.0012544
                     78,                0.74272,                 1.1953,                0.47472,                 1.0215,                0.96512,                0.99653,                0.98806,                 0.7452,                0.86587,                0.89931,                0.82926,                0.50074,                0.79471,                 1.2258,                 0.4393,                 1.0954,              0.0012489,              0.0012489,              0.0012489
                     79,                0.74828,                   1.21,                0.46432,                  1.029,                0.93903,                0.99306,                0.98775,                0.79789,                  0.844,                0.89583,                0.82887,                 0.5284,                0.75912,                 1.1682,                0.41976,                 1.0631,              0.0012434,              0.0012434,              0.0012434
                     80,                0.71855,                 1.1366,                0.44943,                  1.002,                0.92991,                0.88799,                0.93634,                0.72263,                0.83427,                0.79167,                0.79209,                0.46273,                0.81793,                 1.4819,                0.62024,                 1.1092,              0.0012379,              0.0012379,              0.0012379
                     81,                0.68662,                 1.1422,                0.43101,                 1.0014,                0.93912,                0.96084,                0.97665,                0.77137,                0.88329,                 0.8818,                0.87586,                0.52551,                0.74672,                 1.3465,                0.45461,                 1.0719,              0.0012324,              0.0012324,              0.0012324
                     82,                0.73255,                 1.1202,                0.43238,                  1.014,                0.94414,                0.99693,                0.99307,                0.79643,                0.89924,                0.89651,                0.89307,                0.53956,                 0.7196,                 1.3656,                0.37864,                 1.0284,              0.0012269,              0.0012269,              0.0012269
                     83,                0.70154,                 1.1588,                0.42149,                0.99371,                0.96766,                0.99685,                0.99392,                0.78123,                0.85829,                0.88789,                0.83517,                  0.542,                0.73346,                 1.2712,                0.37242,                 1.0408,              0.0012214,              0.0012214,              0.0012214
                     84,                0.71118,                 1.1628,                0.42995,                 1.0174,                 0.9588,                      1,                0.98993,                0.79183,                0.86664,                0.90278,                0.84288,                0.55748,                0.72799,                 1.1986,                0.35631,                 1.0203,              0.0012159,              0.0012159,              0.0012159
                     85,                0.70586,                 1.0624,                0.41836,                 1.0101,                0.96456,                      1,                0.99204,                0.78906,                0.87221,                0.90278,                0.84781,                0.54788,                0.71437,                 1.0612,                0.33398,                 1.0211,              0.0012104,              0.0012104,              0.0012104
                     86,                0.73513,                 1.0729,                0.41792,                 1.0198,                 0.9675,                      1,                0.99378,                0.78868,                0.90069,                0.93056,                0.88649,                0.55453,                0.70308,                  1.095,                0.33923,                  1.019,              0.0012049,              0.0012049,              0.0012049
                     87,                0.68975,                 1.0206,                0.41125,                0.99432,                0.98243,                0.99653,                0.99455,                0.78713,                0.92959,                0.92216,                0.91684,                0.53113,                0.72032,                 1.1167,                0.37181,                 1.0043,              0.0011994,              0.0011994,              0.0011994
                     88,                0.73211,                 1.1137,                0.43016,                 1.0092,                0.98969,                0.99306,                0.99476,                0.81452,                0.90615,                0.90972,                0.89173,                0.51264,                0.68996,                 1.0651,                0.36281,                 1.0181,              0.0011939,              0.0011939,              0.0011939
                     89,                0.69087,                 1.0661,                0.44245,                0.99197,                 0.9928,                0.99435,                 0.9949,                0.80016,                0.86742,                0.87009,                0.84027,                0.52078,                0.72974,                 1.0532,                0.36627,                 1.0528,              0.0011884,              0.0011884,              0.0011884
                     90,                0.68836,                 1.1256,                0.41946,                 0.9958,                0.99492,                0.98682,                0.99493,                0.78673,                0.93728,                0.93161,                0.92639,                0.55483,                0.72994,                 1.1536,                0.36764,                 1.0273,              0.0011829,              0.0011829,              0.0011829
                     91,                 0.7002,                 1.0034,                0.41982,                 1.0151,                0.96872,                0.97569,                0.98175,                0.75353,                0.91603,                0.92361,                0.93797,                0.55503,                0.69502,                 1.1463,                0.40877,                 1.0071,              0.0011774,              0.0011774,              0.0011774
                     92,                 0.6859,                 1.0398,                0.41985,                  1.005,                0.98073,                0.98987,                0.99293,                0.74669,                0.91469,                0.92435,                0.91554,                0.55932,                0.74253,                 1.0782,                0.38354,                 1.0296,              0.0011719,              0.0011719,              0.0011719
                     93,                0.71328,                 1.1027,                0.41652,                 1.0199,                0.97973,                0.99245,                0.99236,                0.76097,                0.91026,                0.92357,                0.91371,                 0.5491,                0.70147,                 1.0739,                0.38272,                 1.0021,              0.0011664,              0.0011664,              0.0011664
                     94,                0.71971,                 1.0896,                0.42542,                 1.0036,                0.97327,                0.99023,                0.99315,                0.76238,                0.91756,                0.93509,                0.92576,                0.54391,                0.72315,                 1.1136,                0.40933,                 1.0136,              0.0011609,              0.0011609,              0.0011609
                     95,                0.68016,                0.97452,                0.40607,                 1.0061,                0.96928,                0.99306,                0.99283,                0.77042,                0.92779,                0.95139,                0.93788,                0.58315,                0.68411,                 1.1079,                0.38522,                 1.0202,              0.0011554,              0.0011554,              0.0011554
                     96,                0.69224,                 1.0477,                 0.4152,                0.99484,                 0.9735,                      1,                0.99402,                0.78107,                0.93195,                0.95833,                0.93906,                0.59331,                0.67666,                 1.1308,                0.37158,                 1.0002,              0.0011499,              0.0011499,              0.0011499
                     97,                0.68004,                 1.0013,                0.39525,                0.99041,                0.98035,                      1,                0.99441,                0.80278,                0.92485,                0.94444,                0.92311,                 0.5759,                0.64405,                 1.0831,                0.33232,                0.99503,              0.0011444,              0.0011444,              0.0011444
                     98,                 0.7035,                 1.1247,                0.41058,                 1.0082,                0.98799,                      1,                0.99486,                0.82626,                 0.9045,                0.91667,                0.87746,                0.56259,                0.67998,                 1.0647,                0.33706,                 1.0168,              0.0011389,              0.0011389,              0.0011389
                     99,                0.67391,                 1.0893,                0.40901,                 1.0017,                0.97981,                0.99793,                 0.9942,                0.80645,                0.89801,                0.91475,                0.87844,                0.56305,                0.68807,                 1.0514,                0.36296,                 1.0079,              0.0011334,              0.0011334,              0.0011334
                    100,                0.65879,                 1.0522,                0.40119,                0.98371,                0.97545,                      1,                0.99476,                0.80886,                0.93358,                0.95833,                0.93619,                0.58699,                 0.6611,                 1.0718,                0.35698,                0.98978,              0.0011279,              0.0011279,              0.0011279
                    101,                0.65396,                 1.0616,                0.38778,                0.97937,                0.97818,                      1,                  0.995,                0.77721,                0.93627,                0.95833,                0.93419,                0.56847,                0.65774,                 1.1056,                0.33258,                0.99172,              0.0011224,              0.0011224,              0.0011224
                    102,                0.64569,                 1.0651,                0.39865,                0.97561,                0.99314,                      1,                  0.995,                0.75009,                0.93744,                0.94444,                0.90478,                0.55779,                0.64928,                 1.1211,                 0.3168,                0.99137,              0.0011169,              0.0011169,              0.0011169
                    103,                0.66438,                 1.0561,                0.40534,                0.99089,                0.99773,                      1,                  0.995,                0.78178,                0.91459,                0.91667,                0.85746,                0.54315,                0.61983,                 1.0676,                0.30821,                0.96932,              0.0011114,              0.0011114,              0.0011114
                    104,                0.64438,                 1.0801,                0.39803,                0.98285,                0.98903,                 0.9954,                0.99469,                0.75448,                0.90544,                0.91218,                0.85177,                0.54919,                0.65558,                 1.0861,                0.35378,                0.97809,              0.0011059,              0.0011059,              0.0011059
                    105,                0.69216,                 1.0886,                0.39995,                0.99539,                0.97613,                0.99331,                0.99395,                0.76012,                0.90827,                0.92423,                0.87278,                0.53501,                0.68385,                 1.1204,                0.36467,                 1.0078,              0.0011004,              0.0011004,              0.0011004
                    106,                0.71726,                 1.0455,                0.43147,                 1.0022,                0.96667,                0.98196,                0.99276,                0.76461,                0.88362,                0.90033,                0.85017,                0.51058,                0.71852,                 1.1509,                0.39284,                 1.0374,              0.0010949,              0.0010949,              0.0010949
                    107,                 0.6532,                 1.0321,                0.39635,                0.98704,                0.99073,                0.99578,                 0.9949,                0.75221,                0.90715,                0.91306,                0.86628,                  0.508,                0.68975,                 1.1031,                0.33647,                 1.0163,              0.0010894,              0.0010894,              0.0010894
                    108,                0.65558,                0.97172,                0.36628,                0.97687,                 0.9902,                      1,                  0.995,                0.79846,                0.90665,                0.91667,                0.86955,                0.52835,                0.65699,                 1.0814,                0.31916,                 1.0001,              0.0010839,              0.0010839,              0.0010839
                    109,                0.67146,                 1.0456,                0.39376,                 0.9942,                0.98737,                      1,                  0.995,                0.78304,                0.93162,                0.94444,                0.90719,                0.56267,                0.68667,                 1.0531,                0.31794,                 1.0157,              0.0010784,              0.0010784,              0.0010784
