                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.54909,                0.72806,                 0.2841,                0.88062,                0.99994,                      1,                  0.995,                0.85229,                0.99994,                      1,                  0.995,                0.80689,                0.71635,                0.88173,                0.29582,                0.97863,              0.0006536,              0.0006536,              0.0006536
                     71,                0.54378,                0.71406,                0.28504,                0.87987,                0.99996,                      1,                  0.995,                0.85165,                0.99996,                      1,                  0.995,                0.81137,                0.67737,                0.87445,                0.28723,                0.94484,              0.0006338,              0.0006338,              0.0006338
                     72,                0.54527,                0.72268,                0.28293,                 0.8832,                      1,                0.99987,                  0.995,                0.86107,                      1,                0.99987,                  0.995,                0.81874,                0.67511,                0.86306,                0.29067,                0.94108,               0.000614,               0.000614,               0.000614
                     73,                0.55706,                0.75648,                0.28625,                0.88546,                 0.9998,                0.99746,                  0.995,                 0.8556,                 0.9998,                0.99746,                  0.995,                0.81738,                0.67114,                0.84579,                 0.2863,                0.94356,              0.0005942,              0.0005942,              0.0005942
                     74,                0.53516,                 0.6933,                0.28235,                0.88258,                      1,                0.99982,                  0.995,                0.85278,                      1,                0.99982,                  0.995,                0.80706,                0.67738,                0.88127,                0.29177,                0.94916,              0.0005744,              0.0005744,              0.0005744
                     75,                0.52655,                0.72132,                0.27592,                0.87435,                      1,                0.99981,                  0.995,                0.84608,                      1,                0.99981,                  0.995,                0.81212,                0.66201,                0.87497,                 0.2812,                0.94366,              0.0005546,              0.0005546,              0.0005546
                     76,                0.51982,                0.69542,                0.27055,                0.87737,                      1,                0.99983,                  0.995,                0.85181,                      1,                0.99983,                  0.995,                0.81152,                0.67791,                0.88274,                0.28864,                0.95943,              0.0005348,              0.0005348,              0.0005348
                     77,                0.52515,                0.68715,                0.27242,                0.87358,                      1,                0.99993,                  0.995,                0.85626,                      1,                0.99993,                  0.995,                0.81452,                0.69162,                0.86135,                0.28912,                0.95794,               0.000515,               0.000515,               0.000515
                     78,                0.51521,                0.69321,                0.27053,                0.87082,                      1,                0.99988,                  0.995,                 0.8521,                      1,                0.99988,                  0.995,                0.80994,                0.68384,                0.86086,                0.28187,                0.95246,              0.0004952,              0.0004952,              0.0004952
                     79,                0.53494,                0.69349,                0.27615,                0.87837,                      1,                0.99988,                  0.995,                0.84373,                      1,                0.99988,                  0.995,                0.81329,                0.67674,                0.85275,                0.27945,                0.94365,              0.0004754,              0.0004754,              0.0004754
                     80,                0.51175,                0.67112,                0.26648,                0.86797,                0.99975,                0.99746,                  0.995,                0.85383,                0.99975,                0.99746,                  0.995,                 0.8167,                0.69027,                 0.8545,                0.27922,                 0.9561,              0.0004556,              0.0004556,              0.0004556
                     81,                0.50601,                0.68755,                0.26261,                0.86386,                0.99978,                0.99746,                  0.995,                0.85357,                0.99978,                0.99746,                  0.995,                0.81519,                0.69399,                0.84843,                0.28056,                0.97157,              0.0004358,              0.0004358,              0.0004358
                     82,                0.50451,                  0.663,                0.26402,                0.86552,                      1,                0.99983,                  0.995,                0.84989,                      1,                0.99983,                  0.995,                0.81442,                 0.6943,                0.85853,                0.27753,                0.96233,               0.000416,               0.000416,               0.000416
                     83,                0.49644,                0.65728,                0.26205,                0.86613,                0.99981,                0.99746,                  0.995,                0.83637,                0.99981,                0.99746,                  0.995,                 0.7878,                0.66042,                0.83996,                0.27429,                0.94573,              0.0003962,              0.0003962,              0.0003962
                     84,                0.49849,                0.67345,                 0.2577,                0.86503,                0.99724,                0.99746,                  0.995,                 0.8424,                0.99724,                0.99746,                  0.995,                0.79956,                0.69098,                0.85894,                0.28202,                0.97628,              0.0003764,              0.0003764,              0.0003764
                     85,                0.48537,                0.67955,                0.25959,                 0.8579,                0.99731,                0.99746,                  0.995,                0.84926,                0.99731,                0.99746,                  0.995,                0.81511,                 0.6701,                0.84065,                0.28092,                0.95508,              0.0003566,              0.0003566,              0.0003566
                     86,                0.48831,                0.67005,                0.25578,                0.86464,                0.99976,                0.99746,                  0.995,                  0.858,                0.99976,                0.99746,                  0.995,                0.81648,                 0.6731,                0.86308,                0.27999,                0.95405,              0.0003368,              0.0003368,              0.0003368
                     87,                0.48564,                0.66014,                0.25406,                0.86182,                      1,                0.99983,                  0.995,                0.85112,                      1,                0.99983,                  0.995,                0.81635,                0.67489,                 0.8747,                0.27745,                0.96098,               0.000317,               0.000317,               0.000317
                     88,                0.49628,                0.67396,                0.25849,                 0.8641,                      1,                0.99985,                  0.995,                 0.8539,                      1,                0.99985,                  0.995,                0.81069,                0.66834,                0.87362,                0.27565,                0.95881,              0.0002972,              0.0002972,              0.0002972
                     89,                 0.4871,                0.65703,                0.25596,                0.86609,                      1,                0.99988,                  0.995,                0.85577,                      1,                0.99988,                  0.995,                0.81153,                0.66398,                0.89295,                 0.2691,                0.95484,              0.0002774,              0.0002774,              0.0002774
                     90,                0.48325,                0.67166,                0.25254,                0.85975,                      1,                0.99981,                  0.995,                0.85923,                      1,                0.99981,                  0.995,                0.82099,                0.68131,                0.88119,                0.26869,                0.96307,              0.0002576,              0.0002576,              0.0002576
                     91,                 0.4744,                0.64427,                0.24066,                0.85231,                      1,                0.99993,                  0.995,                0.84621,                      1,                0.99993,                  0.995,                0.80951,                0.66883,                0.90256,                0.26468,                0.95631,              0.0002378,              0.0002378,              0.0002378
                     92,                0.45057,                0.60429,                0.23169,                0.84732,                      1,                0.99983,                  0.995,                 0.8476,                      1,                0.99983,                  0.995,                0.80627,                0.69061,                0.89539,                0.27302,                0.97906,               0.000218,               0.000218,               0.000218
                     93,                0.44549,                0.60676,                0.22916,                0.84964,                      1,                0.99978,                  0.995,                0.85264,                      1,                0.99978,                  0.995,                0.81195,                0.68132,                0.89586,                0.27914,                0.96729,              0.0001982,              0.0001982,              0.0001982
                     94,                0.43521,                0.59333,                0.22384,                0.83795,                0.99981,                0.99746,                  0.995,                0.85595,                0.99981,                0.99746,                  0.995,                   0.82,                0.68693,                0.88916,                0.26892,                0.97867,              0.0001784,              0.0001784,              0.0001784
                     95,                0.43072,                0.60317,                0.22132,                0.84136,                0.99984,                0.99746,                  0.995,                0.85232,                0.99984,                0.99746,                  0.995,                0.80899,                0.67272,                 0.9046,                0.27235,                0.96268,              0.0001586,              0.0001586,              0.0001586
                     96,                0.43651,                0.59863,                0.21944,                0.84877,                      1,                0.99982,                  0.995,                0.85647,                      1,                0.99982,                  0.995,                0.81294,                0.67689,                0.92329,                0.26766,                0.96314,              0.0001388,              0.0001388,              0.0001388
                     97,                0.43218,                 0.5922,                0.21998,                0.83611,                0.99984,                0.99746,                  0.995,                0.85735,                0.99984,                0.99746,                  0.995,                0.81287,                0.68041,                0.90715,                0.26788,                0.96956,               0.000119,               0.000119,               0.000119
                     98,                0.43394,                0.59786,                0.22025,                0.84046,                0.99984,                0.99746,                  0.995,                0.86114,                0.99984,                0.99746,                  0.995,                0.81872,                0.69089,                  0.912,                0.27197,                0.97531,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.41914,                0.58101,                0.21499,                0.84194,                0.99984,                0.99746,                  0.995,                0.85736,                0.99984,                0.99746,                  0.995,                0.81693,                0.68208,                0.91674,                0.26858,                0.97115,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.41109,                0.56836,                0.21225,                0.83172,                      1,                0.99984,                  0.995,                0.85702,                      1,                0.99984,                  0.995,                0.81492,                0.67592,                0.92805,                0.26616,                 0.9688,               5.96e-05,               5.96e-05,               5.96e-05
