                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.91967,                 1.4395,                0.87656,                0.99642,                0.94925,                0.38792,                0.84316,                0.57347,                0.89449,                0.36709,                0.73173,                0.35939,                0.91268,                 1.8609,                 2.2279,                 1.0471,              0.0012251,              0.0012251,              0.0012251
                     12,                0.91541,                 1.4793,                0.88083,                 1.0178,                0.97695,                0.88031,                 0.9633,                0.66192,                0.89075,                0.80763,                0.83334,                0.46549,                0.89213,                 1.6062,                  1.425,                 1.1018,              0.0013334,              0.0013334,              0.0013334
                     13,                0.88381,                 1.4243,                0.87685,                 1.0044,                 0.9645,                0.89617,                0.97656,                0.66194,                0.86621,                0.80424,                0.82659,                0.42833,                0.91582,                 1.8938,                 1.4987,                 1.1078,              0.0014409,              0.0014409,              0.0014409
                     14,                 0.9001,                 1.4797,                0.79656,                 1.0056,                0.96149,                0.87338,                0.96075,                0.67305,                0.81112,                 0.7445,                0.78588,                0.40953,                 1.0143,                 1.8024,                 1.4588,                 1.1535,              0.0015476,              0.0015476,              0.0015476
                     15,                0.95928,                 1.4861,                0.83303,                 1.0272,                0.88596,                0.81531,                0.90497,                0.65038,                0.75278,                   0.75,                0.77887,                0.40806,                0.91317,                 1.7321,                 1.5233,                 1.0898,                0.00159,                0.00159,                0.00159
                     16,                0.95015,                  1.557,                0.86135,                 1.0273,                0.85405,                0.76042,                 0.8592,                0.60408,                0.71801,                0.65827,                0.69076,                0.36623,                  0.929,                 1.9341,                 1.6118,                 1.0901,                0.00159,                0.00159,                0.00159
                     17,                0.91376,                 1.4096,                0.82434,                 1.0224,                0.90513,                0.79314,                0.88857,                0.64655,                0.76805,                0.66856,                0.70776,                0.39013,                0.92464,                 1.6821,                 1.3213,                 1.0673,              0.0015845,              0.0015845,              0.0015845
                     18,                0.92615,                 1.3397,                0.83117,                 1.0123,                0.94686,                0.81088,                0.87664,                0.57865,                0.83314,                0.71366,                0.72538,                0.39497,                  1.083,                 1.9779,                 1.4946,                 1.1424,               0.001579,               0.001579,               0.001579
                     19,                0.88443,                 1.5527,                0.74929,                0.98739,                0.96087,                0.91725,                0.97663,                0.67024,                0.88087,                0.85118,                0.85167,                0.49219,                0.86615,                 1.7513,                0.86667,                 1.0401,              0.0015735,              0.0015735,              0.0015735
                     20,                0.87184,                 1.3265,                0.73646,                0.99904,                0.97722,                0.90961,                0.97869,                0.69346,                0.86039,                0.81375,                0.81567,                 0.4699,                0.86063,                 1.4876,                0.86174,                 1.0517,               0.001568,               0.001568,               0.001568
                     21,                0.83733,                 1.3229,                 0.7514,                 0.9882,                0.95161,                0.88968,                0.97472,                0.68966,                0.79782,                  0.749,                0.76271,                0.44587,                0.84518,                 1.4252,                0.95021,                 1.0512,              0.0015625,              0.0015625,              0.0015625
                     22,                 0.8648,                 1.3464,                0.77863,                 1.0149,                0.98926,                0.90857,                0.98379,                0.68361,                0.82185,                0.77046,                0.77477,                0.44753,                0.83982,                 1.6016,                0.71401,                 1.0475,               0.001557,               0.001557,               0.001557
                     23,                0.90651,                 1.3249,                 0.7388,                 1.0087,                0.97807,                0.90858,                0.98929,                0.62222,                0.91062,                0.85307,                0.89637,                0.50286,                 0.9241,                 1.6397,                0.75015,                 1.0895,              0.0015515,              0.0015515,              0.0015515
                     24,                0.86842,                 1.3366,                0.70561,                0.98783,                0.95179,                0.92834,                0.99212,                0.70312,                0.90114,                0.85424,                0.88263,                 0.4951,                0.83117,                 1.3059,                0.71672,                  1.059,               0.001546,               0.001546,               0.001546
                     25,                0.82553,                 1.2617,                0.65282,                0.98352,                0.98414,                0.93035,                0.99137,                 0.7122,                0.88723,                0.84711,                 0.8683,                 0.5097,                0.83074,                 1.2864,                0.69099,                 1.0555,              0.0015405,              0.0015405,              0.0015405
                     26,                0.85256,                 1.2813,                0.67849,                0.98494,                0.97434,                0.92649,                0.98281,                0.64315,                0.90674,                0.86791,                0.87831,                0.49823,                 0.9198,                 1.3819,                0.80954,                 1.1353,               0.001535,               0.001535,               0.001535
                     27,                0.82717,                 1.3022,                 0.6823,                0.98664,                0.97002,                0.92361,                0.97297,                0.64828,                 0.8888,                0.85423,                0.85097,                0.49343,                0.77471,                 1.4042,                 0.6991,                 1.0455,              0.0015295,              0.0015295,              0.0015295
                     28,                0.84841,                 1.2633,                0.68837,                 1.0194,                0.95643,                0.91706,                0.97159,                0.71152,                0.87645,                0.84762,                0.87112,                0.49574,                0.71998,                 1.2655,                0.71845,                 1.0202,               0.001524,               0.001524,               0.001524
                     29,                0.82844,                 1.2277,                0.65111,                0.98047,                0.94359,                0.93269,                0.97751,                0.67617,                  0.865,                0.86426,                0.86277,                0.47205,                0.90635,                 1.5241,                0.76479,                 1.1689,              0.0015185,              0.0015185,              0.0015185
                     30,                0.85227,                 1.2428,                0.62826,                0.99553,                0.96333,                0.90181,                0.98073,                0.69103,                0.88207,                0.83253,                0.86469,                0.48024,                 0.8542,                 1.3586,                0.81457,                 1.0908,               0.001513,               0.001513,               0.001513
                     31,                0.88872,                 1.3293,                0.63615,                 1.0065,                0.96886,                0.90278,                0.98505,                0.65754,                0.84356,                0.79514,                0.79415,                0.45843,                0.95446,                 1.2479,                0.76535,                 1.1183,              0.0015075,              0.0015075,              0.0015075
                     32,                0.89399,                 1.2346,                0.65365,                 1.0154,                0.97835,                0.91208,                 0.9888,                0.69179,                0.82988,                 0.7913,                0.79519,                0.45832,                0.97268,                 1.2658,                 0.7325,                 1.1433,               0.001502,               0.001502,               0.001502
                     33,                0.84867,                 1.2463,                0.64974,                 1.0149,                0.93909,                0.91255,                0.97798,                0.73154,                0.84936,                0.82936,                0.85038,                0.50634,                0.84193,                 1.2411,                0.68911,                 1.0624,              0.0014965,              0.0014965,              0.0014965
                     34,                0.93598,                 1.2247,                0.65185,                 1.0372,                 0.9926,                0.90316,                0.98812,                0.72096,                0.88375,                0.80783,                0.83832,                0.49567,                0.87009,                 1.3488,                 0.7362,                 1.0917,               0.001491,               0.001491,               0.001491
                     35,                0.84898,                 1.2488,                0.64299,                 1.0179,                0.99517,                0.92854,                0.98755,                0.72907,                 0.9162,                0.85994,                0.89293,                0.53605,                0.89836,                 1.3834,                0.69609,                 1.1266,              0.0014855,              0.0014855,              0.0014855
                     36,                0.80245,                 1.2347,                0.61848,                0.99509,                0.98481,                0.98277,                0.99316,                0.73608,                0.92722,                0.92947,                0.92532,                0.56669,                0.72101,                 1.1418,                0.59265,                 1.0061,                0.00148,                0.00148,                0.00148
                     37,                 0.8242,                 1.2568,                0.61859,                 1.0152,                0.99066,                0.98183,                0.99459,                0.74387,                0.91904,                0.91248,                0.88678,                0.55703,                0.70918,                 1.1263,                0.57039,                 1.0024,              0.0014745,              0.0014745,              0.0014745
                     38,                0.79987,                 1.2777,                0.60187,                0.97958,                0.98715,                0.98292,                0.99466,                0.76363,                0.87867,                0.88889,                0.86204,                0.51343,                0.73142,                 1.0974,                0.58084,                 1.0086,               0.001469,               0.001469,               0.001469
                     39,                0.79321,                 1.1358,                0.57299,                0.95495,                0.99102,                      1,                0.99497,                0.71243,                0.93539,                0.94444,                0.92492,                0.58809,                0.76659,                 1.1276,                0.55722,                 1.0341,              0.0014635,              0.0014635,              0.0014635
                     40,                0.76184,                 1.1337,                 0.5545,                 0.9609,                0.98185,                      1,                0.99483,                0.76899,                0.91176,                0.93056,                0.90486,                0.53995,                0.70253,                 1.1391,                0.56077,                 1.0062,               0.001458,               0.001458,               0.001458
                     41,                0.78645,                 1.1621,                0.59636,                0.99194,                0.97994,                      1,                0.99469,                0.73477,                0.90958,                0.93056,                0.90077,                0.53792,                 0.7671,                 1.0865,                0.56512,                 1.0451,              0.0014525,              0.0014525,              0.0014525
                     42,                0.79454,                 1.1688,                0.55414,                0.95392,                0.93649,                0.98958,                0.98987,                0.73604,                0.89615,                0.94792,                0.92931,                0.55854,                0.78217,                 1.3056,                 0.6396,                 1.0542,               0.001447,               0.001447,               0.001447
                     43,                  0.785,                 1.1495,                0.55615,                 0.9543,                0.92604,                0.98577,                 0.9898,                 0.7271,                0.87191,                0.93035,                0.92386,                0.53987,                0.73168,                  1.294,                0.62464,                 1.0066,              0.0014415,              0.0014415,              0.0014415
                     44,                 0.8007,                 1.2164,                0.58135,                0.96854,                   0.97,                0.95927,                0.99181,                0.76375,                0.86779,                0.86278,                0.88952,                0.50928,                0.72075,                 1.2268,                0.64417,                 1.0119,               0.001436,               0.001436,               0.001436
                     45,                 0.7816,                 1.1842,                0.60613,                 0.9794,                0.93897,                0.99141,                0.99253,                0.74832,                0.80249,                0.85456,                0.82064,                0.49715,                 0.7024,                 1.1866,                0.65681,                0.99655,              0.0014305,              0.0014305,              0.0014305
                     46,                0.79259,                 1.1327,                 0.5629,                0.96631,                0.91276,                0.96692,                 0.9779,                0.70648,                0.85867,                0.91296,                0.90665,                0.54234,                0.77663,                 1.2685,                0.74314,                  1.057,               0.001425,               0.001425,               0.001425
                     47,                0.75028,                 1.1215,                 0.5669,                0.96514,                0.97974,                0.96133,                0.99143,                0.77015,                0.86324,                0.90798,                0.87878,                0.51105,                0.73495,                 1.1232,                0.58366,                 1.0194,              0.0014195,              0.0014195,              0.0014195
                     48,                0.80109,                 1.1233,                0.55003,                0.98984,                0.98418,                0.95495,                0.99357,                0.77017,                0.85194,                0.89613,                0.86818,                0.54086,                0.71354,                 1.1642,                0.53727,                0.99376,              0.0014139,              0.0014139,              0.0014139
                     49,                0.76041,                 1.1638,                0.53743,                0.96681,                0.98155,                0.95391,                0.99449,                0.75271,                0.92547,                0.87181,                0.90875,                0.54158,                0.74862,                 1.1749,                0.55536,                 1.0156,              0.0014084,              0.0014084,              0.0014084
                     50,                0.77932,                 1.1758,                0.56978,                0.96985,                 0.9852,                 0.9824,                0.99357,                0.69961,                0.95298,                0.95119,                0.95664,                0.56997,                0.81554,                  1.331,                0.58452,                 1.0454,              0.0014029,              0.0014029,              0.0014029
                     51,                0.74691,                  1.082,                0.53645,                0.96515,                0.98643,                0.97917,                0.99425,                0.73253,                0.95782,                0.95139,                0.96535,                 0.5875,                0.77148,                 1.2643,                0.58095,                 1.0209,              0.0013974,              0.0013974,              0.0013974
                     52,                0.71855,                 1.1267,                 0.4822,                0.94484,                0.97804,                0.97569,                0.99357,                0.73698,                0.89689,                0.89126,                0.89321,                0.52585,                0.73751,                 1.1901,                0.61001,                 1.0178,              0.0013919,              0.0013919,              0.0013919
                     53,                0.74287,                 1.1553,                0.52104,                0.95384,                0.98179,                0.99488,                0.99441,                0.73781,                0.89813,                0.91201,                0.90114,                0.52531,                0.77434,                 1.2157,                0.64016,                 1.0505,              0.0013864,              0.0013864,              0.0013864
                     54,                0.79381,                 1.1838,                0.55995,                0.98589,                0.98867,                      1,                 0.9949,                0.76669,                0.90547,                0.91667,                0.89064,                0.52459,                0.77023,                 1.1047,                0.61294,                  1.048,              0.0013809,              0.0013809,              0.0013809
                     55,                0.82567,                 1.2258,                0.53788,                0.99415,                0.97908,                      1,                0.99462,                0.73902,                0.93763,                0.95833,                0.94063,                0.54675,                0.86952,                 1.1329,                0.61503,                 1.1142,              0.0013754,              0.0013754,              0.0013754
                     56,                0.77444,                 1.1167,                 0.5392,                0.97329,                0.98533,                      1,                0.99493,                0.76768,                 0.8469,                0.86111,                0.81025,                 0.5002,                0.74369,                 1.0859,                0.54639,                 1.0303,              0.0013699,              0.0013699,              0.0013699
                     57,                0.81439,                 1.1905,                0.56563,                0.98747,                0.98741,                      1,                0.99472,                0.76658,                 0.8627,                  0.875,                0.82997,                0.52113,                0.70249,                0.99136,                0.51969,                 1.0208,              0.0013644,              0.0013644,              0.0013644
                     58,                0.78855,                 1.1422,                0.55518,                0.97811,                0.97809,                      1,                0.99483,                0.76795,                0.92275,                0.94444,                0.90887,                0.55241,                0.74759,                 1.0533,                0.52229,                 1.0445,              0.0013589,              0.0013589,              0.0013589
                     59,                0.72725,                  1.149,                 0.5111,                0.95266,                0.98497,                0.99824,                0.99469,                0.78676,                 0.9157,                0.92883,                0.90662,                0.54401,                0.70337,                 1.0516,                0.47986,                 1.0115,              0.0013534,              0.0013534,              0.0013534
                     60,                0.73195,                 1.0919,                0.48179,                0.96772,                0.98341,                      1,                0.99419,                0.78159,                0.89993,                0.91667,                0.85472,                0.50381,                0.76568,                 1.1162,                0.48776,                 1.0311,              0.0013479,              0.0013479,              0.0013479
                     61,                0.75364,                 1.1239,                0.49308,                0.94987,                0.96627,                0.98069,                0.99309,                0.75315,                0.86597,                0.88138,                0.82607,                0.48608,                0.86004,                 1.1746,                0.55108,                 1.1092,              0.0013424,              0.0013424,              0.0013424
                     62,                0.75304,                 1.0951,                0.49275,                0.94711,                0.96538,                      1,                0.99459,                0.76504,                0.88189,                0.91667,                0.85267,                 0.4991,                0.75843,                 1.1433,                0.51194,                 1.0396,              0.0013369,              0.0013369,              0.0013369
                     63,                0.76809,                 1.2066,                0.51736,                0.98102,                0.97162,                0.98919,                0.99455,                0.77422,                 0.8623,                0.88409,                0.80013,                0.49201,                0.71933,                 1.1433,                0.51039,                 1.0243,              0.0013314,              0.0013314,              0.0013314
                     64,                0.69924,                 1.1348,                0.50038,                0.94792,                0.97752,                0.99653,                0.99486,                0.75719,                0.87013,                0.88889,                0.81001,                0.52093,                0.71639,                 1.0928,                0.46018,                 1.0161,              0.0013259,              0.0013259,              0.0013259
                     65,                0.69284,                 1.0824,                0.46703,                0.94517,                0.98397,                      1,                  0.995,                0.77562,                0.91403,                0.93056,                0.88808,                0.55863,                0.65876,                0.98857,                0.42722,                0.97092,              0.0013204,              0.0013204,              0.0013204
                     66,                0.70281,                 1.0914,                0.45999,                0.93113,                0.99262,                0.99486,                  0.995,                0.76917,                0.90837,                0.91403,                0.87889,                0.54075,                0.72291,                 1.0763,                0.43687,                0.99132,              0.0013149,              0.0013149,              0.0013149
                     67,                0.73309,                 1.0901,                0.47043,                0.94705,                 0.9703,                0.99441,                0.99429,                0.78556,                0.87469,                  0.899,                0.87116,                0.55531,                0.72819,                 1.0681,                0.46668,                 1.0003,              0.0013094,              0.0013094,              0.0013094
                     68,                0.70986,                 1.0458,                 0.4662,                0.94478,                 0.9944,                0.97741,                 0.9947,                0.77738,                0.92216,                0.90801,                0.91508,                0.58177,                0.70733,                  1.139,                0.46313,                 1.0026,              0.0013039,              0.0013039,              0.0013039
                     69,                0.72244,                 1.0615,                 0.4815,                0.95318,                0.97477,                0.99693,                0.99422,                0.78255,                0.90653,                0.92823,                0.91434,                0.57807,                0.69143,                 1.1944,                0.45595,                0.99602,              0.0012984,              0.0012984,              0.0012984
                     70,                0.68715,                 1.0862,                0.48064,                 0.9481,                0.97176,                0.99778,                0.99405,                0.79836,                 0.8785,                0.90068,                0.86418,                0.54886,                0.66721,                 1.1247,                0.44557,                0.99022,              0.0012929,              0.0012929,              0.0012929
                     71,                0.71254,                 1.0765,                0.47874,                0.95813,                0.99023,                 0.9991,                0.99497,                0.79066,                0.89323,                0.90205,                0.86136,                  0.558,                0.70107,                 1.1177,                0.42111,                 1.0123,              0.0012874,              0.0012874,              0.0012874
                     72,                0.67805,                 1.0306,                0.45305,                0.93833,                0.98152,                0.99653,                0.99479,                0.77112,                0.92596,                0.94097,                0.89854,                0.56594,                0.70969,                 1.1049,                 0.4446,                 1.0038,              0.0012819,              0.0012819,              0.0012819
                     73,                0.73417,                 1.1441,                0.48722,                0.95822,                0.98799,                0.99398,                0.99486,                0.75976,                0.93197,                 0.9388,                0.89545,                0.56297,                0.72063,                 1.1113,                0.43993,                 1.0086,              0.0012764,              0.0012764,              0.0012764
                     74,                0.74292,                 1.1414,                0.48904,                0.95244,                0.97863,                0.99318,                0.99486,                0.73478,                0.89398,                0.91076,                0.87297,                0.53302,                0.77038,                  1.164,                0.45228,                 1.0441,              0.0012709,              0.0012709,              0.0012709
                     75,                0.73131,                 1.1211,                0.47578,                0.96356,                0.98135,                0.99819,                0.99486,                0.74772,                0.88376,                  0.901,                0.84634,                 0.5255,                0.71319,                 1.0634,                0.45353,                 1.0159,              0.0012654,              0.0012654,              0.0012654
                     76,                0.71828,                  1.158,                0.47307,                0.94954,                0.98548,                0.99889,                0.99459,                0.78207,                0.90188,                0.91583,                0.88046,                0.53773,                0.71735,                 1.1394,                0.44624,                 1.0255,              0.0012599,              0.0012599,              0.0012599
                     77,                0.71822,                 1.0993,                0.45419,                0.95325,                0.99064,                0.99957,                  0.995,                0.79353,                0.89326,                0.90278,                0.86723,                 0.5367,                0.71138,                 1.0754,                0.42312,                 1.0188,              0.0012544,              0.0012544,              0.0012544
                     78,                0.74036,                 1.1054,                 0.4599,                0.94909,                0.99695,                      1,                  0.995,                0.77161,                0.92729,                0.93056,                0.90865,                0.55339,                0.74236,                 0.9965,                0.42918,                 1.0346,              0.0012489,              0.0012489,              0.0012489
                     79,                0.70049,                 1.0859,                0.44506,                0.94033,                0.98986,                      1,                  0.995,                0.78278,                0.89295,                0.90278,                0.86075,                0.53707,                 0.7256,                 1.0235,                0.42162,                 1.0351,              0.0012434,              0.0012434,              0.0012434
                     80,                0.70291,                 1.0951,                0.44291,                0.93366,                0.99188,                0.99919,                0.99483,                0.78183,                0.88103,                0.88815,                0.83387,                0.50644,                0.69514,                 1.0077,                0.41209,                 1.0192,              0.0012379,              0.0012379,              0.0012379
                     81,                0.70624,                 1.0694,                0.44756,                0.93935,                 0.9915,                0.99653,                 0.9949,                0.77701,                 0.8769,                0.88889,                0.83408,                0.51747,                0.66388,                0.98582,                0.40888,                 1.0065,              0.0012324,              0.0012324,              0.0012324
                     82,                0.67982,                 1.0527,                0.42782,                0.93669,                0.99297,                      1,                  0.995,                0.80613,                0.90986,                0.91667,                0.87957,                0.53939,                0.65348,                 1.0405,                 0.4162,                0.99398,              0.0012269,              0.0012269,              0.0012269
                     83,                0.76108,                  1.042,                0.46674,                0.98669,                0.99045,                0.99892,                  0.995,                0.78278,                0.94865,                0.95752,                0.94094,                0.56694,                0.68214,                 1.0993,                 0.4112,                 1.0036,              0.0012214,              0.0012214,              0.0012214
                     84,                0.68297,                0.98223,                0.42539,                0.94464,                0.98485,                      1,                  0.995,                0.78726,                0.90124,                0.91667,                0.86711,                0.54123,                0.72658,                 1.1732,                0.42189,                 1.0286,              0.0012159,              0.0012159,              0.0012159
                     85,                0.72176,                 1.0858,                0.44109,                0.95264,                0.98441,                      1,                  0.995,                0.77939,                0.85938,                  0.875,                0.80138,                0.50998,                0.74818,                 1.1588,                0.42474,                 1.0419,              0.0012104,              0.0012104,              0.0012104
                     86,                0.70817,                 1.0736,                 0.4466,                0.96261,                0.98875,                0.99918,                0.99462,                0.78873,                0.89137,                0.90242,                0.85615,                0.52352,                0.68135,                 1.0333,                0.39873,                 1.0005,              0.0012049,              0.0012049,              0.0012049
                     87,                 0.7285,                 1.1766,                0.47167,                0.96876,                0.98901,                0.99693,                0.99287,                0.77425,                0.93309,                0.94145,                0.91817,                 0.5714,                0.68556,                 1.0551,                 0.4107,                0.99806,              0.0011994,              0.0011994,              0.0011994
                     88,                0.71651,                 1.1147,                0.46046,                0.95856,                0.98658,                0.99289,                0.99444,                 0.7913,                0.90261,                0.91033,                0.88371,                0.54392,                0.70468,                 1.0543,                0.41319,                 1.0142,              0.0011939,              0.0011939,              0.0011939
                     89,                0.68204,                 1.0397,                0.42739,                0.93711,                0.98672,                0.99815,                0.99466,                0.78444,                0.87512,                0.88735,                0.84664,                0.54203,                0.66497,                  1.019,                0.40194,                0.97752,              0.0011884,              0.0011884,              0.0011884
                     90,                0.69001,                 1.0374,                0.44012,                0.95343,                0.96757,                0.99653,                0.99431,                0.77483,                0.89651,                0.92361,                 0.9081,                0.57336,                0.68919,                 1.1169,                 0.4119,                0.98558,              0.0011829,              0.0011829,              0.0011829
                     91,                0.66635,                  1.062,                0.41419,                0.92396,                0.99315,                0.99293,                0.99479,                0.77694,                0.89136,                0.90278,                0.86895,                0.57658,                 0.6866,                 1.0347,                0.40682,                 0.9976,              0.0011774,              0.0011774,              0.0011774
                     92,                0.66339,                 1.0617,                0.41525,                0.93602,                0.99136,                 0.9985,                0.99455,                0.77803,                0.94938,                 0.9569,                0.94088,                 0.5875,                0.69435,                 1.0576,                0.39506,                  1.005,              0.0011719,              0.0011719,              0.0011719
                     93,                0.69517,                  1.066,                0.43727,                0.94381,                0.98976,                0.99999,                0.99451,                0.77362,                0.94795,                0.95833,                0.93744,                0.58106,                0.66781,                 1.0385,                0.38268,                0.98788,              0.0011664,              0.0011664,              0.0011664
                     94,                0.68656,                  1.013,                 0.4361,                0.93351,                0.98656,                      1,                0.99493,                0.79513,                0.93202,                0.92798,                0.90885,                0.58556,                0.65528,                0.95211,                0.39232,                0.98087,              0.0011609,              0.0011609,              0.0011609
                     95,                0.69346,                 1.0176,                0.42858,                 0.9371,                0.98475,                      1,                0.99493,                0.78561,                0.91527,                0.93056,                 0.8891,                0.56013,                0.64641,                 1.0313,                0.41514,                0.97869,              0.0011554,              0.0011554,              0.0011554
                     96,                0.67669,                0.96841,                0.41638,                0.92835,                0.98491,                      1,                0.99493,                0.80356,                 0.8876,                0.90278,                0.84126,                0.54377,                0.61763,                0.97363,                0.38637,                0.96274,              0.0011499,              0.0011499,              0.0011499
                     97,                0.65717,                 1.1021,                0.40897,                0.93906,                0.98513,                      1,                  0.995,                0.80867,                 0.9157,                0.93056,                0.88148,                0.55076,                0.61202,                0.98423,                0.38975,                0.96348,              0.0011444,              0.0011444,              0.0011444
                     98,                0.69622,                 1.0484,                0.43102,                0.93858,                0.98771,                0.99653,                 0.9949,                0.79637,                0.93224,                0.94097,                0.90614,                0.55745,                0.65776,                 1.0331,                 0.4087,                 1.0002,              0.0011389,              0.0011389,              0.0011389
                     99,                0.67979,                 1.0219,                0.42493,                0.95053,                0.98765,                0.99978,                0.99493,                0.79579,                0.91799,                0.93056,                 0.8874,                  0.527,                0.68426,                  1.003,                0.40079,                 1.0062,              0.0011334,              0.0011334,              0.0011334
                    100,                0.69093,                 1.0811,                0.44407,                0.94935,                0.98272,                0.99831,                0.99368,                0.79132,                0.94086,                0.95689,                0.93728,                0.55377,                0.69742,                 1.1251,                0.43703,                 1.0355,              0.0011279,              0.0011279,              0.0011279
                    101,                0.65557,                0.94061,                0.40428,                0.94572,                0.98092,                0.99713,                0.99321,                0.78874,                0.93915,                0.95562,                 0.9364,                0.55712,                0.69156,                 1.1489,                0.44247,                 1.0303,              0.0011224,              0.0011224,              0.0011224
                    102,                0.69047,                0.97528,                 0.4264,                0.94851,                 0.9808,                      1,                0.99291,                0.77829,                0.92542,                0.94444,                0.91091,                0.56308,                0.69958,                 1.0459,                0.41565,                 1.0121,              0.0011169,              0.0011169,              0.0011169
                    103,                0.68434,                 1.0343,                0.43533,                0.95156,                0.98094,                      1,                 0.9949,                0.80836,                0.89799,                0.91667,                0.87206,                0.53983,                0.72575,                0.96704,                 0.4068,                 1.0143,              0.0011114,              0.0011114,              0.0011114
                    104,                0.67281,                 1.0336,                0.40865,                0.93871,                  0.987,                0.99847,                  0.995,                 0.7725,                0.87546,                0.88811,                0.84283,                0.54332,                0.70522,                0.97605,                0.37046,                 0.9998,              0.0011059,              0.0011059,              0.0011059
                    105,                0.70539,                 1.1029,                0.43224,                0.96289,                0.98938,                0.99716,                  0.995,                 0.7839,                0.87667,                0.88655,                0.82337,                0.53134,                 0.7261,                 0.9515,                0.37708,                  1.008,              0.0011004,              0.0011004,              0.0011004
                    106,                0.67088,                 1.0321,                0.40367,                0.93278,                0.98667,                0.99763,                  0.995,                0.80827,                0.88889,                0.90162,                0.82721,                0.50589,                0.70393,                0.97166,                0.38474,                  1.008,              0.0010949,              0.0010949,              0.0010949
                    107,                0.67783,                 1.0469,                 0.3998,                0.92968,                0.98569,                0.98421,                0.99456,                0.81092,                0.88782,                0.91667,                0.84871,                0.51991,                0.64421,                 1.0034,                0.37881,                0.99803,              0.0010894,              0.0010894,              0.0010894
                    108,                0.67037,                 1.0047,                0.41663,                0.92559,                0.95371,                      1,                0.99357,                0.81357,                0.85909,                0.90278,                0.82215,                0.51098,                0.65446,                 1.0493,                0.38376,                0.99795,              0.0010839,              0.0010839,              0.0010839
                    109,                0.67508,                 1.0732,                0.43186,                0.94842,                0.96182,                      1,                0.99408,                0.79912,                0.85308,                0.88889,                0.80227,                 0.5141,                 0.6657,                0.98823,                0.37024,                 1.0139,              0.0010784,              0.0010784,              0.0010784
